Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.30%_Weight,EqualWeight_Weight
EZL.AX,0.018685878115849344,0.01737127159964674,0.004574891813230788,0.010526315789473684
MCP.AX,0.003243133516519347,0.0018771010828095827,0.015034840451578529,0.010526315789473684
IRI.AX,0.00578092516038439,0.0017941206240068652,0.018104821373721606,0.010526315789473684
MEZ.AX,0.009049205829697742,0.0020092404071748306,0.0008783041044900585,0.010526315789473684
KSL.AX,0.0215686452673738,0.022486820075624653,0.00855955063972067,0.010526315789473684
AXE.AX,0.0002564134686740202,0.02093570890981576,0.007302076386717465,0.010526315789473684
PAC.AX,0.016709469881155,0.0029700085533279205,0.015061639745019312,0.010526315789473684
SVR.AX,0.0033332821937589775,0.009879810832908936,0.018373808884593903,0.010526315789473684
LYL.AX,0.022247316136757168,0.019666799586857672,0.004512544084353295,0.010526315789473684
OBL.AX,0.010197793162569352,0.005266543381120401,0.008143126800092715,0.010526315789473684
SRV.AX,0.02014427932829894,0.009846814474812697,0.007462704384716559,0.010526315789473684
FWD.AX,0.006750057744356599,0.016934528545971113,0.016480749248178262,0.010526315789473684
AQZ.AX,0.00542433636487633,0.012425011906342934,0.01049668033966666,0.010526315789473684
MFF.AX,0.005775452276448724,0.015007478711260803,0.018651623927082642,0.010526315789473684
COF.AX,0.0016160669644265425,0.01649124343938399,0.017287696767040964,0.010526315789473684
EQT.AX,0.0017981313101647662,0.005704393300075941,0.011921110774908343,0.010526315789473684
MVF.AX,0.012154884557166722,0.014277206485749741,0.016345018365285686,0.010526315789473684
CWP.AX,0.0027108441623836443,0.0017313316139549206,0.006246021580818723,0.010526315789473684
SPK.AX,0.016486747072517557,0.011186749072868995,0.013462271285305711,0.010526315789473684
MAQ.AX,0.014913753519227132,0.020474871583004445,0.0031418234696025124,0.010526315789473684
MMS.AX,0.0026522857678247976,0.002671034652989417,0.004038323357722056,0.010526315789473684
CCP.AX,0.003808627066289357,0.004747975861670787,0.0006693914100171855,0.010526315789473684
AFI.AX,0.0009312847086614667,0.0017084892414347586,0.01827250100771725,0.010526315789473684
IFT.AX,0.010089575776412646,0.0165185656896694,0.009185494516762604,0.010526315789473684
SMR.AX,0.010014321489686446,0.015200436801758954,0.002428603819319156,0.010526315789473684
WBT.AX,0.0034318120683365584,0.02077261095834032,0.0045888780674588564,0.010526315789473684
DDR.AX,0.004858607385237671,0.009907366059751873,0.0038445992160794284,0.010526315789473684
ING.AX,0.008283280907337064,0.006689010338511655,0.006799535276980616,0.010526315789473684
IPH.AX,0.022094329530189753,0.005243517267120678,0.017681575937173174,0.010526315789473684
LLC.AX,0.007203378526195105,0.0020608736630344823,0.012011995189841895,0.010526315789473684
NEU.AX,0.017590700745674998,0.005857754420398356,0.004937226670872686,0.010526315789473684
ARB.AX,0.0026301525120044963,0.02192239174978167,0.01805398379255627,0.010526315789473684
NWS.AX,0.011431311081169116,0.005311835543213757,0.01741863684862337,0.010526315789473684
TPG.AX,0.018519194555218447,0.00040604384921162043,0.018428849884985075,0.010526315789473684
ALX.AX,0.0069615246545879535,0.005752966610198327,0.009215842633081095,0.010526315789473684
BPT.AX,0.000880582578558582,0.004139635336913555,0.014442896974665623,0.010526315789473684
ANN.AX,0.015190622342077303,0.008623264818603324,0.016971405493404108,0.010526315789473684
A2M.AX,0.012949139789880177,0.0013682660288322028,0.005195747616712585,0.010526315789473684
BRG.AX,0.0001296487014566819,0.010510838976330228,0.016282202378870406,0.010526315789473684
MTS.AX,0.02317571873905243,0.010550514534876506,0.017487125558270363,0.010526315789473684
