Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19156590534706908,0.1414992843839319,1.0711425574126812
MinVol,0.15445090888928775,0.12863322038987343,0.8897461211217396
EqualWeight,0.16079895002891387,0.1410772881676519,0.8562607886633044
TargetReturn_12.30%,0.1260919727131457,0.13929606497680302,0.6180502853937948
