Date,Strategy,DailyReturn,Equity,Turnover,Cost,IsBenchmark
2018-01-03,MinVol,0.0008812474027428685,1.0008812474027429,0.0,0.0,False
2018-01-04,MinVol,-0.0017338191229629984,0.9991459003561809,0.0,0.0,False
2018-01-05,MinVol,0.005515817940069834,1.0046570072381127,0.014386255626877354,1.4386255626877355e-05,False
2018-01-08,MinVol,0.004435191582866205,1.0091128535402827,0.0,0.0,False
2018-01-09,MinVol,-0.0033783563893409196,1.0057037106839588,0.0,0.0,False
2018-01-10,MinVol,-0.0032125962631014415,1.0024727907012283,0.0,0.0,False
2018-01-11,MinVol,-0.0033144740602053524,0.9991501206403874,0.0,0.0,False
2018-01-12,MinVol,-0.0006842903517494392,0.998466411852884,0.02096276352895343,2.0962763528953428e-05,False
2018-01-15,MinVol,0.002174195401982937,1.000637272934569,0.0,0.0,False
2018-01-16,MinVol,0.0019029130273027217,1.0025413986368408,0.0,0.0,False
2018-01-17,MinVol,-0.0029199278089421243,0.9996140501273453,0.0,0.0,False
2018-01-18,MinVol,-0.001487306255698373,0.9981273178973069,0.0,0.0,False
2018-01-19,MinVol,-0.0029419467349878214,0.9951908804933167,0.02005916401083834,2.0059164010838343e-05,False
2018-01-22,MinVol,0.0010832018503357244,0.9962688730965044,0.0,0.0,False
2018-01-23,MinVol,0.005940195003501847,1.0021869044786167,0.0,0.0,False
2018-01-24,MinVol,0.002372985677575379,1.004565079649198,0.0,0.0,False
2018-01-25,MinVol,-0.0018127971529547926,1.0027440069328521,0.02384663412109119,2.3846634121091193e-05,False
2018-01-29,MinVol,0.0022976347720682355,1.005047946430664,0.0,0.0,False
2018-01-30,MinVol,-0.007974887496894567,0.9970328021288947,0.0,0.0,False
2018-01-31,MinVol,0.0025169536827427397,0.9995422875120283,0.0,0.0,False
2018-02-01,MinVol,0.0071938006790206455,1.0067327954986423,0.0,0.0,False
2018-02-02,MinVol,0.00448637566088439,1.0112493770093816,0.022656520886548945,2.2656520886548946e-05,False
2018-02-05,MinVol,-0.01618766707606878,0.9948796087634717,0.0,0.0,False
2018-02-06,MinVol,-0.03281209150883324,0.9622355280004524,0.0,0.0,False
2018-02-07,MinVol,0.012805484799124578,0.9745574204274399,0.0,0.0,False
2018-02-08,MinVol,0.0058099402131346345,0.98021954077439,0.0,0.0,False
2018-02-09,MinVol,-0.011498096880045994,0.9689488815308519,0.02491639992823498,2.4916399928234982e-05,False
2018-02-12,MinVol,-0.0032623227499075647,0.9657878575511363,0.0,0.0,False
2018-02-13,MinVol,0.008012121813368633,0.9735258675117083,0.0,0.0,False
2018-02-14,MinVol,0.0010245192274740411,0.9745232634814174,0.0,0.0,False
2018-02-15,MinVol,0.009913689415037563,0.9841843844433009,0.0,0.0,False
2018-02-16,MinVol,-0.0006819039547469874,0.9835132652193488,0.028372435066302885,2.8372435066302885e-05,False
2018-02-19,MinVol,0.00557838611384609,0.9889996819608319,0.0,0.0,False
2018-02-20,MinVol,0.003512171363812211,0.9924732183226341,0.0,0.0,False
2018-02-21,MinVol,0.000210967076789359,0.9926825974962954,0.0,0.0,False
2018-02-22,MinVol,0.006171032807284593,0.9988084743726655,0.0,0.0,False
2018-02-23,MinVol,0.005338111177433991,1.00414022505383,0.03103073170658624,3.103073170658624e-05,False
2018-02-26,MinVol,0.005237131754799451,1.009399039712731,0.0,0.0,False
2018-02-27,MinVol,0.003913280606737235,1.0133491013992981,0.0,0.0,False
2018-02-28,MinVol,-0.0016560786208592582,1.0116709156170038,0.0,0.0,False
2018-03-01,MinVol,-0.0032149689897700284,1.0084184249954429,0.0,0.0,False
2018-03-02,MinVol,-0.006910184384892992,1.001450067741601,0.027642046897041778,2.764204689704178e-05,False
2018-03-05,MinVol,-0.0037194631842736303,0.9977252110837477,0.0,0.0,False
