Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19156590370184837,0.14149929150345628,1.071142491891178
EqualWeight,0.1607989496441977,0.1410772889709928,0.8562607810604824
MinVol,0.14820574097775782,0.12960814151188862,0.8348683941882801
TargetReturn_12.30%,0.12863708750394134,0.13853293346586149,0.6398268288008503
