Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.30%_Weight,EqualWeight_Weight
QBE.AX,0.0009092091776095892,0.011241833376157731,0.010739295472936908,0.010526315789473684
BXB.AX,0.011547510952982513,0.019530604707071842,0.018974114435833134,0.010526315789473684
XRO.AX,0.0013744038581308586,0.010002224554004163,0.0164735086488627,0.010526315789473684
WTC.AX,0.0009892411420531627,0.011471421877887826,0.0006691184872866962,0.010526315789473684
WOW.AX,0.01803472185517097,0.011359584667257184,0.008095505681412528,0.010526315789473684
ALL.AX,0.002657030549959631,0.01793320437725652,0.005889055996245607,0.010526315789473684
EVN.AX,0.020125734914480903,0.010120556976920807,0.011269674835480688,0.010526315789473684
TLS.AX,0.011752325139161838,0.021904637009395465,0.010968846851530229,0.010526315789473684
PLS.AX,0.019969576610243286,0.017279718801431043,0.0030131418420226387,0.010526315789473684
WDS.AX,0.006278812353613193,0.007601952964627487,0.011887090520300219,0.010526315789473684
GMG.AX,0.009950640410557739,0.014445161874997626,0.00961814605192161,0.010526315789473684
WES.AX,0.015897365674318133,0.012385804831144927,0.002652922222237566,0.010526315789473684
FMG.AX,0.00804849233403393,0.017114062154583585,0.006859782219825615,0.010526315789473684
JHX.AX,0.002989991451364768,0.006112942373209699,0.012494040773287798,0.010526315789473684
NST.AX,0.017261197365953024,0.019363094955464184,0.01418670902295706,0.010526315789473684
MQG.AX,0.0004690978215390682,0.0026659942036976665,0.005009210134249062,0.010526315789473684
RIO.AX,0.019348235897946948,0.020991587104318185,0.004684025598179466,0.010526315789473684
NAB.AX,0.013936984186203528,0.016263936958491425,0.02127995615162741,0.010526315789473684
WBC.AX,0.01513020202558136,0.007672844393525268,0.021178716265579437,0.010526315789473684
ANZ.AX,0.006578005049879798,0.0025591267104564156,0.0134401954354368,0.010526315789473684
CSL.AX,0.006426828837168627,0.010071473971295443,0.01975082736477977,0.010526315789473684
CBA.AX,0.005632275026923496,0.005311927267490548,0.01681587403538606,0.010526315789473684
BHP.AX,0.017505332134012376,0.015519470992414297,0.0009232427255517572,0.010526315789473684
