Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19091316436142067,0.14355037139501028,1.0512906577312158
EqualWeight,0.16079895159281465,0.1410772923264721,0.8562607745069943
MinVol,0.1470184271164228,0.13022631540200558,0.8217880294475001
TargetReturn_12.30%,0.13473130908380568,0.14071714000211052,0.6732037695079992
