Strategy,IsBenchmark,CAGR,AnnReturn,Vol,Sharpe,MaxDrawdown
EqualWeight,False,0.15413249865143874,0.15333682586750857,0.1405272350711272,0.8065114624232355,-0.3665155536562765
Benchmark,True,0.04705477477441411,0.05808171871793925,0.1549872629831912,0.11666583672685579,-0.3653054101221642
