Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19091316249652301,0.14355036628426643,1.0512906821684895
EqualWeight,0.16079894990691904,0.1410772871789704,0.8562607937993144
MinVol,0.14701842505275015,0.13022631180293429,0.8217880363124802
TargetReturn_12.30%,0.13473130402163105,0.14071713442618566,0.673203760209622
