Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19156590440598395,0.14149928785380017,1.0711425244951396
EqualWeight,0.16079895036235892,0.14107729204554403,0.8562607674902162
MinVol,0.14820574716810192,0.12960814721846156,0.8348684051914982
TargetReturn_12.30%,0.1286370920942792,0.13853293472335507,0.6398268561283572
