Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.23%_Weight,SciPy_MaxSharpe_Weight,SciPy_MinVol_Weight,SciPy_TargetReturn_12.23%_Weight,EqualWeight_Weight
BRG.AX,0.0001296487014566819,0.010510838976330228,0.016282202378870406,3.79094578450731e-16,0.0,0.0,0.010526315789473684
MTS.AX,0.02317571873905243,0.010550514534876506,0.017487125558270363,3.148777922730094e-16,0.0,1.0468344436847605e-17,0.010526315789473684
CDA.AX,0.023260136697003293,0.005234231639941648,0.0005347925937054049,0.06219414943280805,5.778785514969388e-18,1.1047954590106982e-17,0.010526315789473684
YAL.AX,0.023286139408037417,0.011285044543085583,0.006081120940943571,0.029125137238106214,0.031764338538570316,0.03204532922007579,0.010526315789473684
AUB.AX,0.007057731581211966,0.019167152559576822,0.0015731155740775057,0.010449592734471953,0.02496711316147474,0.026690765203317687,0.010526315789473684
FPH.AX,0.001081271610197694,0.01478000196292011,0.001418081623739808,0.01396902475780547,0.02614790909190832,0.027777588133350267,0.010526315789473684
AGL.AX,0.009776780013348666,0.0030197659762510845,0.010783899833816873,4.837676322130104e-16,0.00513770638345084,0.000573560282100216,0.010526315789473684
SOL.AX,0.015993110892193345,0.010094553496106218,0.015774321993290187,3.7327378272440283e-16,2.4218688017470356e-17,0.0,0.010526315789473684
TLX.AX,0.0008734375703924511,0.019737719226186036,0.0004332684103977598,0.04847711399468924,0.0,2.9507288841435825e-17,0.010526315789473684
IGO.AX,0.012025957020604014,0.005120647416425461,0.011104117962252833,7.267847854191839e-16,5.566598374104715e-18,5.947342682597654e-18,0.010526315789473684
MPL.AX,0.018802784274021375,0.01666367823161105,0.006234247515601505,4.514043742363333e-16,0.02109676896373006,0.020876268844884204,0.010526315789473684
APA.AX,0.016833667884620755,0.007330914594592427,0.007502223502493787,4.936187216020053e-16,0.014476802092706709,0.015474113782787458,0.010526315789473684
WHC.AX,0.003014907070150213,0.004983326001802525,0.018286966081246917,4.917084138959644e-16,2.5427849335161104e-17,3.3303177055932814e-18,0.010526315789473684
ASX.AX,0.015657696553376923,0.018482428987533956,0.01628795097761669,5.135799464059722e-17,0.0,0.0,0.010526315789473684
COH.AX,0.00599419699933727,0.0025525236416668482,0.008766931202712373,2.260479904011433e-16,1.3965758261249502e-17,3.266078265823115e-18,0.010526315789473684
ORG.AX,0.023441075218935643,0.0130381899798022,0.01298756201884446,2.2292105903949355e-16,4.87299961092511e-18,0.0,0.010526315789473684
SGP.AX,0.010690583017793088,0.009847384737578135,0.010685864189356423,1.441940211396746e-16,5.546456800829155e-18,0.0,0.010526315789473684
SHL.AX,0.022717434850709612,2.426573421156271e-05,0.016541537346447296,5.4687501250193765e-17,1.5834024283153686e-18,0.0,0.010526315789473684
SCG.AX,0.001864637222266539,0.0031973129161329953,0.018288418293333743,1.7582058630742063e-16,0.0,1.9206197519132613e-17,0.010526315789473684
TWE.AX,0.005691161770880178,0.0009333911034052333,0.013259932774007669,5.231613135714407e-16,1.462254188844238e-17,2.0291308826513464e-18,0.010526315789473684
IAG.AX,0.0054928267027464775,0.010626534292780715,0.018723846295579816,2.066955936154296e-16,0.0,2.0500934833507268e-17,0.010526315789473684
AMC.AX,0.021942022725214318,0.00489004417684731,0.01616298211664406,2.22494883618614e-16,0.07684532924253124,0.07249056518179882,0.010526315789473684
JBH.AX,0.013458002812604866,0.0073618335514748145,0.001626414129024427,0.03823514938254949,0.0,0.0,0.010526315789473684
CPU.AX,0.003437102308940391,0.002459069039710302,0.0041484334782767715,4.0536489224360053e-16,1.7500970735694532e-17,0.0,0.010526315789473684
REA.AX,0.015222826227642443,0.00380002410115957,0.0026803736943741426,2.898151249556245e-16,1.065276413660138e-17,3.398499095339015e-17,0.010526315789473684
PME.AX,0.002051412620044677,0.01430653307903431,0.0011280628011020334,0.11898354640562411,2.783231564227225e-17,0.0,0.010526315789473684
RMD.AX,0.019139076611888517,0.012197650589885601,0.01753810334829773,0.01629764248380926,5.4887958935850136e-18,7.870447757485407e-18,0.010526315789473684
SUN.AX,0.01606836652801554,0.01972245061376344,0.016918534537931934,1.9478927696527422e-16,4.739596277324359e-19,2.0057325417426352e-17,0.010526315789473684
COL.AX,0.009394869744158974,0.00828880777454522,0.0016266103926590168,0.009887173009625017,0.08231824639650777,0.08433959394024546,0.010526315789473684
SIG.AX,0.00925089771785692,0.019468909795189494,0.006798821543685917,0.05284093633906295,0.013124671654162619,0.014394173771430928,0.010526315789473684
QAN.AX,0.00583825939993058,5.978749750411615e-05,0.013822423080606789,1.4728504214354337e-16,1.2177451922954803e-17,7.381009688144565e-18,0.010526315789473684
STO.AX,0.0007709532164962876,0.019872618023185715,0.01846839330762116,2.6684561299737324e-16,2.5821926355669047e-17,7.742434848961609e-18,0.010526315789473684
TCL.AX,0.005126136105669407,0.0199640260033116,0.012999882760404228,1.8653830970574747e-16,4.980952635687835e-18,0.0,0.010526315789473684
S32.AX,0.013367178629651479,0.014265565020317932,0.004066579868117924,1.0632298190370467e-15,8.171212333284337e-18,5.950417163537821e-18,0.010526315789473684
QBE.AX,0.021116580354807672,0.011241833376157731,0.01858857072779143,4.326516517991536e-16,0.0,2.1940996512396385e-18,0.010526315789473684
BXB.AX,0.020101446874422054,0.019530604707071842,0.00904457360175472,8.732136922418535e-16,0.0005631121675785594,0.0027190943629069424,0.010526315789473684
XRO.AX,0.002979254831335785,0.010002224554004163,0.009722903084150197,4.180227340476164e-16,2.201646110245306e-18,7.948249888381266e-18,0.010526315789473684
WTC.AX,0.012431027763050101,0.011471421877887826,0.0068934300808870174,3.020346080481854e-16,0.0,0.0,0.010526315789473684
WOW.AX,0.022536674300828837,0.011359584667257184,0.014947817902703359,4.843224020764059e-16,0.032334610457667584,0.029355675618771247,0.010526315789473684
ALL.AX,0.005587694196276595,0.01793320437725652,0.017646350183870067,4.61741875489494e-16,0.0,0.0,0.010526315789473684
EVN.AX,0.010232277903184586,0.010120556976920807,0.0022162330817796084,0.043827065257545136,0.0002779948036899282,0.0017928130729422944,0.010526315789473684
TLS.AX,0.023417744612897064,0.021904637009395465,0.014998238126728153,8.386582920983713e-16,0.07458971310662384,0.07544844446154371,0.010526315789473684
PLS.AX,0.00505718439248231,0.017279718801431043,0.00029561457777130804,2.741237272029873e-16,0.0,3.353700004694184e-17,0.010526315789473684
WDS.AX,0.008775630574308094,0.007601952964627487,0.00937786303242794,5.55905168622534e-16,3.4898014643339983e-17,0.0,0.010526315789473684
GMG.AX,0.0025499860678620083,0.014445161874997626,0.007768725920600757,2.916658661961141e-16,2.876419768418855e-17,0.0,0.010526315789473684
WES.AX,0.02057423093420328,0.012385804831144927,0.013508907620900328,6.726214616054547e-16,2.5116871088308054e-17,1.5466379796721675e-17,0.010526315789473684
FMG.AX,0.008616433727801404,0.017114062154583585,0.013149209858249232,0.09687027766598329,0.0,3.5364251718327443e-17,0.010526315789473684
JHX.AX,0.002308225305327649,0.006112942373209699,0.016480532728175214,4.911192316622123e-16,0.0,0.0,0.010526315789473684
NST.AX,0.022788738461023635,0.019363094955464184,0.009039431621383322,0.03099345768158759,0.023652348574394706,0.02447803770011737,0.010526315789473684
MQG.AX,0.002153038371776433,0.0026659942036976665,0.007958775280299226,2.0038458022507772e-16,2.451501386407225e-17,1.8391760223252723e-17,0.010526315789473684
RIO.AX,0.005502043889566462,0.020991587104318185,0.013116950604837176,1.6743132117153028e-16,0.0014747572796277484,0.0025765894610389165,0.010526315789473684
NAB.AX,0.018933870202307346,0.016263936958491425,0.017561940187775724,2.8623840600359844e-16,0.0,3.281843508854084e-17,0.010526315789473684
WBC.AX,0.013177653121170111,0.007672844393525268,0.01661424331805289,1.085857539447373e-16,4.435146967172594e-18,0.0,0.010526315789473684
ANZ.AX,0.0013787737626338474,0.0025591267104564156,0.001994583761970937,1.4140868890228874e-16,2.1255769863389607e-17,4.599060400583849e-18,0.010526315789473684
CSL.AX,0.0075220122799876995,0.010071473971295443,0.014687335674428639,1.628519295426132e-16,3.0033734217034626e-17,0.0,0.010526315789473684
CBA.AX,0.006206900601437259,0.005311927267490548,0.007204374319082647,5.535341887694718e-16,0.0,0.0,0.010526315789473684
BHP.AX,0.015757221506911456,0.015519470992414297,0.003933460438931144,1.2050149386903535e-16,4.72621339631213e-17,2.4276449132361385e-17,0.010526315789473684
