Strategy,ExpectedReturn,Volatility,Sharpe
SciPy_MaxSharpe,0.24336619501213333,0.17561158480922992,1.1580454400719278
MaxSharpe,0.22153686960805655,0.17116288679938807,1.0606088329231518
EqualWeight,0.1610534126286131,0.15238520625228777,0.7943908441361297
SciPy_MinVol,0.12925090800150146,0.13186569317237354,0.6768319026301522
MinVol,0.1282976830961992,0.13887864835635222,0.6357901962700123
SciPy_TargetReturn_12.30%,0.12299999999976752,0.1321021210222264,0.6283017968031158
TargetReturn_12.30%,0.12410938363923028,0.14309521655013518,0.587786130571049
