Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.30%_Weight,SciPy_MaxSharpe_Weight,SciPy_MinVol_Weight,SciPy_TargetReturn_12.30%_Weight,EqualWeight_Weight
RMD.AX,0.08724220850853427,0.11826977301785467,0.06935112463255731,0.1810778752826095,0.10578412829809974,0.09708982099569693,0.058823529411764705
TCL.AX,0.13824876874216016,0.06442848101030149,0.14956567222843178,5.121758140522061e-17,0.1493318508274438,0.16992657997953095,0.058823529411764705
WOW.AX,0.12297819166716628,0.045750705927497574,0.11041439466572694,0.0,0.2,0.2,0.058823529411764705
TLS.AX,0.133782601332452,0.0360882690798939,0.14145401811890554,0.038344366091080974,0.19999999999999996,0.2,0.058823529411764705
WDS.AX,0.0671683916945149,0.002463565893036181,0.12589983671367774,5.111299187608321e-18,0.015484584846280493,0.02537490180727761,0.058823529411764705
GMG.AX,0.03822762927746518,0.08619424374685439,0.03962362613371007,0.16254376299404658,0.01239727600026974,0.0,0.058823529411764705
WES.AX,0.04973920059493713,0.05629458412634916,0.05796895821076705,0.19999999999999996,2.129844309444645e-17,1.8893032679227016e-17,0.058823529411764705
FMG.AX,0.0038655594611291446,0.17726659195515615,0.010046221562447598,0.19999999999999996,9.176076542557744e-18,4.592253307991567e-18,0.058823529411764705
NST.AX,0.026071189154638786,0.15976604466349956,0.011667809305047577,0.14797139578522966,0.03947546015712402,0.031410645755810394,0.058823529411764705
MQG.AX,0.01072332255335108,0.063180695016352,0.006751848307823683,0.0,6.585892996169999e-18,0.0,0.058823529411764705
RIO.AX,0.050645007095187024,0.06822699059915892,0.008003534896190715,0.024284907074579597,0.14716904928039193,0.13552682032523974,0.058823529411764705
NAB.AX,0.03651323625609579,0.005752584000214865,0.004822131680756985,0.0,0.07197561069926828,0.05680734633961494,0.058823529411764705
WBC.AX,0.08542171799541443,0.010676643251153648,0.0031470193457260776,8.439179855956673e-17,0.028104735394204636,0.04147033716159273,0.058823529411764705
ANZ.AX,0.013409534344456148,0.0022667641560023062,0.02402153124407608,0.0,6.251808118380358e-18,3.859882638770296e-18,0.058823529411764705
CSL.AX,0.07547331843231478,0.0025099172135141707,0.08975917650913569,0.0,0.030277304496917293,0.042393547635236645,0.058823529411764705
CBA.AX,0.007825715966186758,0.05393420703255587,0.06178755609420976,0.04577769277245336,7.762212183781619e-18,0.0,0.058823529411764705
BHP.AX,0.05266440692399603,0.04692993931060522,0.08571554035080936,1.6035481844968029e-16,1.3471598240550264e-17,4.793666183389922e-18,0.058823529411764705
