Strategy,ExpectedReturn,Volatility,Sharpe
SciPy_MaxSharpe,0.32240639061940535,0.15605280857620363,1.809684767586229
MaxSharpe,0.19156590885349922,0.14149929151745,1.071142528192855
SciPy_TargetReturn_12.30%,0.12299999999948105,0.08867441710425797,0.9360084081736304
SciPy_MinVol,0.11768873454012799,0.0886147527012292,0.8767020408222652
EqualWeight,0.16079895315226703,0.141077289333004,0.8562608037295694
MinVol,0.14820574944568712,0.12960814557580227,0.8348684333455122
TargetReturn_12.30%,0.12863709427075942,0.13853293279783963,0.6398268807324469
