Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.30%_Weight,SciPy_MaxSharpe_Weight,SciPy_MinVol_Weight,SciPy_TargetReturn_12.30%_Weight,EqualWeight_Weight
EZL.AX,0.013098321560618104,0.01737127159964674,0.021870328331052756,9.456367730459936e-16,0.0336517819445092,0.033528160703932774,0.010526315789473684
MCP.AX,0.009941500853987015,0.0018771010828095827,0.015442363681208679,7.93194439976789e-16,0.0038393725536620886,0.0023844241664312525,0.010526315789473684
IRI.AX,0.0015741197984944113,0.0017941206240068652,0.018342153581787042,6.596032812173185e-16,1.3676561513924379e-17,0.0,0.010526315789473684
MEZ.AX,0.01967854275097971,0.0020092404071748306,0.020298006479079773,0.033155107524395155,0.01733703236089454,0.018117942473672086,0.010526315789473684
KSL.AX,0.008801984214546107,0.022486820075624653,0.004841504283090919,0.041747681931186505,0.006289750067185016,0.008879137187509172,0.010526315789473684
AXE.AX,0.004893075942367122,0.02093570890981576,0.003397977330541121,0.01707751364208628,0.0,0.0,0.010526315789473684
PAC.AX,0.016818784991583235,0.0029700085533279205,0.0006387744294519005,0.029226179166523168,0.029041046004049314,0.029296349065065102,0.010526315789473684
SVR.AX,0.007001050567995005,0.009879810832908936,0.010440385405105179,2.8980318787464233e-16,0.0,2.394183002098506e-18,0.010526315789473684
LYL.AX,0.008971612682695236,0.019666799586857672,0.01449645963792968,0.08423581241930238,0.038345903477568166,0.04081024202953352,0.010526315789473684
OBL.AX,0.018427319120754782,0.005266543381120401,0.019738629775100727,3.197514205094492e-16,0.0016760328391592489,0.00031665674445795574,0.010526315789473684
SRV.AX,0.01926043726809383,0.009846814474812697,0.0029761759119360342,0.0016350108871818101,0.02539461036634279,0.02585536148371242,0.010526315789473684
FWD.AX,0.013741653520966087,0.016934528545971113,0.011985113588539592,6.999725711867312e-16,0.019944246254515123,0.019539032789828367,0.010526315789473684
AQZ.AX,0.0008490066706324662,0.012425011906342934,0.003189526517440175,4.795654566142124e-16,0.0,7.336565540047685e-18,0.010526315789473684
MFF.AX,0.009867576755359434,0.015007478711260803,0.0091930580181316,5.323182741369837e-16,0.01869130855674018,0.019963089092259627,0.010526315789473684
COF.AX,0.019723770346239705,0.01649124343938399,0.021512428661096716,3.7150076771039357e-16,0.009429386149737177,0.005273646258194721,0.010526315789473684
EQT.AX,0.012679563156884958,0.005704393300075941,0.005919176752569401,2.0257833968432092e-16,0.018898206496241826,0.017621277720844975,0.010526315789473684
MVF.AX,0.01987170445728102,0.014277206485749741,0.018040294134125296,5.566248000083384e-16,0.0,3.607620535946327e-17,0.010526315789473684
CWP.AX,0.019372031907559237,0.0017313316139549206,0.016657978080768736,1.6510325219211695e-16,2.9997525962660864e-20,2.2509613566493472e-17,0.010526315789473684
SPK.AX,0.014421727958745441,0.011186749072868995,0.007551319939083221,2.226095349192716e-16,0.07726468431994832,0.07130318634072304,0.010526315789473684
MAQ.AX,0.017276204013564198,0.020474871583004445,0.002389313000277824,0.042108740624438805,0.013655738119223288,0.015567416566033821,0.010526315789473684
MMS.AX,0.010361555512841038,0.002671034652989417,0.006888322896216843,2.805380278127769e-16,0.0,1.28408988024343e-17,0.010526315789473684
CCP.AX,0.014022266882446297,0.004747975861670787,0.01146924175964926,2.0906365825021968e-16,3.232224390194806e-17,0.0,0.010526315789473684
AFI.AX,0.006218129281655996,0.0017084892414347586,0.00445760490805539,5.849528298429487e-16,0.19999999999999993,0.19999999999999984,0.010526315789473684
IFT.AX,0.000592126245234958,0.0165185656896694,0.009637287662480681,0.10626953741037698,0.04590804452734094,0.04836685037106564,0.010526315789473684
SMR.AX,0.010868794781308897,0.015200436801758954,0.0010629793801532068,0.03983166092804709,0.006927597550047426,0.008236152411696588,0.010526315789473684
WBT.AX,0.0013231827204776858,0.02077261095834032,2.362631119654524e-05,0.013328438239756062,1.43496292908252e-17,6.0737241964805296e-18,0.010526315789473684
DDR.AX,0.011442581380092902,0.009907366059751873,0.007703131995418319,8.0959380078624e-16,1.1832704551672816e-17,1.3403856554628033e-17,0.010526315789473684
ING.AX,0.0028713695613128724,0.006689010338511655,0.02197477022476848,1.2874822542680456e-16,0.004933657115954306,0.0036323526972746535,0.010526315789473684
IPH.AX,0.01657362204177661,0.005243517267120678,0.011243462053636353,4.791194933416413e-16,0.0,0.0,0.010526315789473684
LLC.AX,0.006666271237002187,0.0020608736630344823,0.013671573698210865,1.1443268374393565e-15,2.083546636198792e-20,0.0,0.010526315789473684
NEU.AX,0.006925108985866748,0.005857754420398356,2.150105920347161e-05,0.0192341129804598,1.3928492472315977e-17,0.0,0.010526315789473684
ARB.AX,0.003023312718303078,0.02192239174978167,0.019582053562434677,4.215733209841304e-16,4.30742678141754e-18,9.513811980595573e-18,0.010526315789473684
NWS.AX,0.0032566497730511066,0.005311835543213757,0.0038196005504953514,3.44628708874255e-16,1.4904956929689598e-17,0.0,0.010526315789473684
TPG.AX,0.016115784513259578,0.00040604384921162043,0.01289802114472348,2.722084576380428e-16,0.0,0.0,0.010526315789473684
ALX.AX,0.002909642066567964,0.005752966610198327,0.017296262085252093,1.7005785525329327e-16,1.1461396548374784e-18,0.0,0.010526315789473684
BPT.AX,0.011805460136514265,0.004139635336913555,0.015581281272799048,4.854862844169255e-16,1.588178450926473e-17,0.0,0.010526315789473684
ANN.AX,0.0031204276497329856,0.008623264818603324,0.020477454364672486,3.384730867195548e-16,0.0,0.0,0.010526315789473684
A2M.AX,0.0077670724996509,0.0013682660288322028,0.009763632649750971,3.0754303210993373e-16,0.0,0.0,0.010526315789473684
BRG.AX,0.008755089859980076,0.010510838976330228,0.011939851634743377,1.4802737751148788e-16,0.0,3.719988666468815e-17,0.010526315789473684
MTS.AX,0.015474660888787845,0.010550514534876506,0.0037660327233945967,4.366027395239159e-16,2.2686486551470128e-17,0.0,0.010526315789473684
CDA.AX,3.167576626069149e-05,0.005234231639941648,0.018333094098001924,0.062194086195774705,1.984966777197105e-17,7.864899071269955e-18,0.010526315789473684
YAL.AX,0.019935061722707124,0.011285044543085583,0.0022116959245436765,0.02912513930739984,0.03176427744850048,0.03208316631226284,0.010526315789473684
AUB.AX,0.011747500806091734,0.019167152559576822,0.012610987389887886,0.010449541852863061,0.024967106173778127,0.026952045630473005,0.010526315789473684
