Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_11.20%_Weight,SciPy_MaxSharpe_Weight,SciPy_MinVol_Weight,SciPy_TargetReturn_11.20%_Weight,EqualWeight_Weight
RMD.AX,0.08724220850853427,0.11826977301785467,0.013857112953075092,0.181077848456668,0.10578397853619442,0.0738728391663632,0.058823529411764705
TCL.AX,0.13824876874216016,0.06442848101030149,0.15001419639688354,0.0,0.14933168558161453,0.2,0.058823529411764705
WOW.AX,0.12297819166716628,0.045750705927497574,0.15779993660039496,0.0,0.2,0.2,0.058823529411764705
TLS.AX,0.133782601332452,0.0360882690798939,0.09598614240189277,0.03834435469808661,0.2,0.2,0.058823529411764705
WDS.AX,0.0671683916945149,0.002463565893036181,0.12144143289833617,0.0,0.015484740066257701,0.05018104243320135,0.058823529411764705
GMG.AX,0.03822762927746518,0.08619424374685439,0.01283757749256959,0.16254367240044496,0.01239701671690998,0.0,0.058823529411764705
WES.AX,0.04973920059493713,0.05629458412634916,0.01680086735896666,0.19999999999999984,1.0749047721113055e-17,0.0,0.058823529411764705
FMG.AX,0.0038655594611291446,0.17726659195515615,0.013283223342055192,0.19999999999999993,0.0,0.0,0.058823529411764705
NST.AX,0.026071189154638786,0.15976604466349956,0.004493411875540629,0.14797145824646618,0.039475618579626816,0.01290254433573725,0.058823529411764705
MQG.AX,0.01072332255335108,0.063180695016352,0.05826714478080815,0.0,1.3869141957088154e-17,0.0,0.058823529411764705
RIO.AX,0.050645007095187024,0.06822699059915892,0.07477590308870025,0.024284866297355608,0.14716913383432206,0.10767709924042203,0.058823529411764705
NAB.AX,0.03651323625609579,0.005752584000214865,0.09051690219448276,0.0,0.07197603052726449,0.02650793484348782,0.058823529411764705
WBC.AX,0.08542171799541443,0.010676643251153648,0.024551361548368553,0.0,0.028104218181404312,0.061417249729330374,0.058823529411764705
ANZ.AX,0.013409534344456148,0.0022667641560023062,0.013175681243005832,3.872017627863015e-17,2.4535196464901318e-18,0.0,0.058823529411764705
CSL.AX,0.07547331843231478,0.0025099172135141707,0.12706292045422196,0.0,0.03027757797640573,0.06744129025145794,0.058823529411764705
CBA.AX,0.007825715966186758,0.05393420703255587,0.010530006372734642,0.04577779990097883,0.0,0.0,0.058823529411764705
BHP.AX,0.05266440692399603,0.04692993931060522,0.014606178997963208,0.0,2.2901717012853823e-18,1.080560716250191e-17,0.058823529411764705
