Strategy,ExpectedReturn,Volatility,Sharpe
SciPy_MaxSharpe,0.24336619760919748,0.17561158486803444,1.1580454544728334
MaxSharpe,0.22153686885654678,0.17116288087213502,1.0606088652606958
EqualWeight,0.16105340693310755,0.1523852053755362,0.7943908113309623
SciPy_MinVol,0.12925087840882166,0.13186567042404554,0.6768317949760096
MinVol,0.12829767332898262,0.1388786423658378,0.6357901533656021
SciPy_TargetReturn_11.20%,0.1120000000010043,0.13379839706502833,0.5381230386938869
TargetReturn_11.20%,0.11235847752698609,0.14674032185274372,0.4931056209594456
