Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19091316048339943,0.1435503671510114,1.0512906617970719
EqualWeight,0.16079894905222414,0.14107728846872084,0.8562607799129004
MinVol,0.14701842282476482,0.13022631251143035,0.8217880147329787
TargetReturn_12.30%,0.1347313045726031,0.14071713964309124,0.6732037391669231
