Ticker,MinVol_Weight,MaxSharpe_Weight,TargetReturn_12.30%_Weight,EqualWeight_Weight
EZL.AX,0.012493502459748772,0.011922054412316585,0.014762760802534428,0.010526315789473684
MCP.AX,0.008052136721147261,0.0034150155293269616,0.009532586041616232,0.010526315789473684
IRI.AX,0.018270817339154866,0.0004083024956111585,0.0006464078398996029,0.010526315789473684
MEZ.AX,0.018106504679244254,0.012438711801705455,0.021426574204824834,0.010526315789473684
KSL.AX,0.003216185322461718,0.011041298745593755,0.006987859654525736,0.010526315789473684
AXE.AX,0.011938368094712184,0.019424346680707204,0.0035722857739251624,0.010526315789473684
PAC.AX,0.008587389092872252,0.012272130572569543,0.005980549287123484,0.010526315789473684
SVR.AX,0.004911269744428282,0.004105616219707522,0.017724398112140362,0.010526315789473684
LYL.AX,0.010835536560350629,0.015255009548839698,0.0010551894274417638,0.010526315789473684
OBL.AX,0.0026440822144039237,0.00044633270641165483,0.009947296046255164,0.010526315789473684
SRV.AX,0.014500921910387562,0.01444495248712234,0.011487880659723252,0.010526315789473684
FWD.AX,0.0037396479161544336,0.01666808477525085,0.000457047746794307,0.010526315789473684
AQZ.AX,0.01863081950420228,0.003492180080573064,0.01602066555376061,0.010526315789473684
MFF.AX,0.013975651461023758,0.005633072260065864,0.007934373734966563,0.010526315789473684
COF.AX,0.018642347049848025,0.0019754223333571645,0.011060803854157262,0.010526315789473684
EQT.AX,0.01893469396823915,0.004041470470370796,0.020699999214850773,0.010526315789473684
MVF.AX,0.0021484627592692237,0.005172168527358884,0.020422441540462972,0.010526315789473684
CWP.AX,0.019239862152337785,0.005740670954323181,0.002125002515616887,0.010526315789473684
SPK.AX,0.019671629508730498,0.009373831851997456,0.01864960865671879,0.010526315789473684
MAQ.AX,0.012287620067055288,0.01938326659778869,0.016597073733125037,0.010526315789473684
MMS.AX,0.011856656418269787,0.0015049819606455963,0.018858259480358606,0.010526315789473684
CCP.AX,0.001385450060651451,0.006992542943918042,0.012694324494282056,0.010526315789473684
AFI.AX,0.014811276069011125,0.004484703328702976,0.0006689437396122009,0.010526315789473684
IFT.AX,0.008416755672682765,0.015458705215893745,0.011766289158946128,0.010526315789473684
SMR.AX,0.014200376963760492,0.01917242844150246,0.0019952932569795166,0.010526315789473684
WBT.AX,0.006133185506303313,0.008892153080309943,0.0033871430600249854,0.010526315789473684
DDR.AX,0.012627160381877785,0.01847743253172975,0.011817206046571811,0.010526315789473684
ING.AX,0.019351700624887593,0.017584577622974315,0.02013142735766188,0.010526315789473684
IPH.AX,0.00461122853856667,0.007331099938381556,0.004860097648384194,0.010526315789473684
LLC.AX,0.017487813972131144,0.0020981254270063597,0.02134955559586934,0.010526315789473684
NEU.AX,0.006819618869615629,0.019887496354728806,0.007636622020179686,0.010526315789473684
ARB.AX,0.0065277688399083406,0.01660672905697521,0.019648717347537988,0.010526315789473684
NWS.AX,0.019779561206742083,0.014743346145491897,0.0007720509520685477,0.010526315789473684
