Strategy,IsBenchmark,CAGR,AnnReturn,Vol,Sharpe,MaxDrawdown
MaxSharpe,False,0.1922371843623396,0.18617081113579648,0.14296839537748218,1.022399466328617,-0.3393486378809255
EqualWeight,False,0.15810316763407473,0.15657949416197897,0.13918556650143074,0.8375832142105094,-0.355040456660357
MinVol,False,0.14292773790827074,0.1417414025188347,0.12700277638002583,0.8010958926944839,-0.3257613757069664
TargetReturn_12.30%,False,0.11815264711362117,0.12077339898392622,0.13417970652347339,0.601979249148199,-0.3565969618470859
Benchmark,True,0.04705477477441411,0.05808171871793925,0.1549872629831912,0.11666583672685579,-0.3653054101221642
