Strategy,ExpectedReturn,Volatility,Sharpe
MaxSharpe,0.19091316917507992,0.14355036270197924,1.0512907549274981
EqualWeight,0.16079895418136617,0.14107728612680306,0.8562608304840063
MinVol,0.1470184295401961,0.13022630905961285,0.8217880880829307
TargetReturn_12.30%,0.1347313095934607,0.14071713568858005,0.6732037937661677
