Strategy,IsBenchmark,CAGR,AnnReturn,Vol,Sharpe,MaxDrawdown
EqualWeight,False,0.15807314094381186,0.15655300432283503,0.139181661684652,0.8374163874182836,-0.3550404578954146
Benchmark,True,0.04705477477441411,0.05808171871793925,0.1549872629831912,0.11666583672685579,-0.3653054101221642
