Date,Strategy,DailyReturn,Equity,Turnover,Cost,IsBenchmark
2018-01-03,MinVol,0.0008812029889320172,1.000881202988932,0.0,0.0,False
2018-01-04,MinVol,-0.0017337951697533605,0.9991458799936929,0.0,0.0,False
2018-01-05,MinVol,0.005530263854758077,1.0046714203394524,0.0,0.0,False
2018-01-08,MinVol,0.00467844183755739,1.0093717171453667,0.0,0.0,False
2018-01-09,MinVol,-0.0034325854600617545,1.0059069624652959,0.0,0.0,False
2018-01-10,MinVol,-0.0032171993566399992,1.0026707592328128,0.0,0.0,False
2018-01-11,MinVol,-0.003277374545615719,0.99938463160887,0.0,0.0,False
2018-01-12,MinVol,-0.0006542223367810296,0.9987308118598358,0.0,0.0,False
2018-01-15,MinVol,0.0022770391116857525,1.0010049609804863,0.0,0.0,False
2018-01-16,MinVol,0.0020396555205757227,1.003046666275274,0.0,0.0,False
2018-01-17,MinVol,-0.0032469441417898315,0.9997898297782696,0.0,0.0,False
2018-01-18,MinVol,-0.0016007715362628128,0.9981893946765155,0.0,0.0,False
2018-01-19,MinVol,-0.003028945119311066,0.995165933781362,0.0,0.0,False
2018-01-22,MinVol,0.0010977571205565972,0.9962583842713059,0.0,0.0,False
2018-01-23,MinVol,0.006021554135610563,1.0022574080652515,0.0,0.0,False
2018-01-24,MinVol,0.002519953072351422,1.0047830496999925,0.0,0.0,False
2018-01-25,MinVol,-0.0016822119219794818,1.0030927916747843,0.0,0.0,False
2018-01-29,MinVol,0.0022758718707724945,1.0053757023431316,0.0,0.0,False
2018-01-30,MinVol,-0.008133260543373932,0.9971987198119973,0.0,0.0,False
2018-01-31,MinVol,0.0025533134343815878,0.9997448807000413,0.042015308708584984,4.2015308708584984e-05,False
2018-02-01,MinVol,0.007174530689904257,1.0069175810286983,0.0,0.0,False
2018-02-02,MinVol,0.004507264182853188,1.011456024576754,0.0,0.0,False
2018-02-05,MinVol,-0.01621853290500319,0.9950516917601923,0.0,0.0,False
2018-02-06,MinVol,-0.032903801354484785,0.9623107085570709,0.0,0.0,False
2018-02-07,MinVol,0.012752816702194414,0.974582880633858,0.0,0.0,False
2018-02-08,MinVol,0.005800389368018077,0.980235840812939,0.0,0.0,False
2018-02-09,MinVol,-0.011524655155651486,0.9689389607763598,0.0,0.0,False
2018-02-12,MinVol,-0.0035204301016888984,0.9655278788921435,0.0,0.0,False
2018-02-13,MinVol,0.008048156341290413,0.973298598213342,0.0,0.0,False
2018-02-14,MinVol,0.000815644687668371,0.9740924640444898,0.0,0.0,False
2018-02-15,MinVol,0.009941417811603959,0.9837763242166909,0.0,0.0,False
2018-02-16,MinVol,-0.0005997505265726844,0.9831863038482123,0.0,0.0,False
2018-02-19,MinVol,0.0055418137630871556,0.988634939238557,0.0,0.0,False
2018-02-20,MinVol,0.0033507399920440495,0.9919475978669957,0.0,0.0,False
2018-02-21,MinVol,0.0005250364535915875,0.9924684065159285,0.0,0.0,False
2018-02-22,MinVol,0.006289256450715541,0.9987102948437402,0.0,0.0,False
2018-02-23,MinVol,0.005395823317817516,1.0040991591404025,0.0,0.0,False
2018-02-26,MinVol,0.0054149543752943785,1.0095363102754191,0.0,0.0,False
2018-02-27,MinVol,0.0040549566573861995,1.0136299362576435,0.0,0.0,False
2018-02-28,MinVol,-0.0018349720446758644,1.0117699536609641,0.052706024126963125,5.270602412696312e-05,False
2018-03-01,MinVol,-0.0032514637247675893,1.0084802203588257,0.0,0.0,False
2018-03-02,MinVol,-0.006862814729302169,1.0015592074483373,0.0,0.0,False
2018-03-05,MinVol,-0.0037131737355181604,0.9978402441046738,0.0,0.0,False
2018-03-06,MinVol,0.009422963166108245,1.0072428559705326,0.0,0.0,False
